partner_name,site_name,site_phone,web_addr,extracted_emails,extracted_phones,address
AL-NAWRAS INTERNATIONAL CO. for IT,AL-NAWRAS INTERNATIONAL CO. for IT,+966507631254,https://infobel.com,,"26732895, 2933276541, 1222083472, 2985984737, 812842568, 3508454897, 2685733372, 988075951, 494047706, 613305155, 3128134379, 2481764524, 3967842156, 1348078617, 3281949485, 722322694, 1041095097, 2147483646, 2699082514, 2083580917, 00000020, 3064412225, 2512015367, 471583506, 3670563033, 2147483647, 1432718904, 2369186930, 3921366393, 456419034, 2417249464","KHALID BIN ALWALEED STREET, JEDDAH, SAUDI ARABIA"
ALANTECH INFORMATION TECHNOLOGY COMPANY,ALANTECH INFORMATION TECHNOLOGY COMPANY,+966543410254,https://alantechnology.com/,sales@alantechnology.ae,"89-761040, +971 4 3512459, 7-51757505, 971507759811, 99999999, +971 4 3512460, 215004192","OFFICE NO04,GROUND FLOOR,FRAIJI BUILDING,JARIR STREET,AL MALAZ,RIYADH,KSA, RIYADH, SAUDI ARABIA"
ALEHA CONTRACTING COMPANY,ALEHA CONTRACTING COMPANY,+966542782786,https://www.alehaa.com,mehajoob@aleha.com,+966 56 176 3786,"3810 6221ST, SAYHAT, SAUDI ARABIA"
ALFA GULF TECHNOLOGIES AND CONSTRUCTION COMPANY,ALFA GULF TECHNOLOGIES AND CONSTRUCTION COMPANY,+966534979774,https://www.alfa-gulf.com,,,"12 DOOR, FLOOR 4, AL KHUBAR, SAUDI ARABIA"
Alfalak Electronic Equipment & Supplies Co.,ALFALAK ELECTRONIC EQUIPMENT & SUPPLIES COMPANY,+966138591990,https://www.alfalak.com,info@alfalak.com,"+966-13-882 2156, 0 0 1280 100, 42971078, 20100101, +10190-1019, 495966 100, +10140-1018, +966-13-882 9996","ASWAD IBN YAZID STREET, BUILDING 3976, AL KHUBAR, SAUDI ARABIA"
alfanar IT,ALFANAR COMPANY,+966920006111,https://alfanar.com,"RootId@odata.type, AvailableLanguages@odata.type","252017887, 999999999, 979313420, 0-8383-0327, 871231627904, 0717117318, 8-9356-4534, 8-8257-027, 513-3467-4834-851, 61168955, 63950409, 0-8200-769, 63-9433-459, 81507317, 312049324, 340-7857-4426, 6-60610686, 52192335, 641454105, 44475683, 08-0570755, 15909175, 0-4333-8857, 322349032, 7-93290566, 000000000002, 69-1543-427, 3-2716-4000-897, 98851881","5 AND 6 ALFANAR BUILDING NORTHERN RING ROAD, RIYADH, SAUDI ARABIA"
Alfaneyah Electromechanical Company Ltd.,ALFANEYAH ELECTROMECHANICAL COMPANY LTD,+966126529000,https://alfaneyah.com,info@alfaneyah.com,+966-12-652-9000,"SUITE NO 902 903 1101 1102 1103 HAIL COMMERCIAL TO, JEDDAH, SAUDI ARABIA"
ALHULUL ALIHTIRAFIYA ALMUTAQADIMA ALSHAMILA COMPANY,ALHULUL ALIHTIRAFIYA ALMUTAQADIMA ALSHAMILA COMPANY,+966566177655,https://www.pais-int.com,Sales@itf-sa.com,+966566177655,"SAUDI ARABIA - RIYADH - POSTAL CODE 13242 - DAMMAM, RIYADH, SAUDI ARABIA"
ALIA ICT,ALIA ICT,0564354666,https://www.aliaict.com,,,"ALIA BUSINESS PLAZA AR RABI, RIYADH, SAUDI ARABIA"
ALIBTIKAR WALHULUL ALMUMTAZAH,ALIBTIKAR WALHULUL ALMUMTAZAH,+966541626039,https://www.ihm.com.sa,,,"MOHAMED AL SHAER AL SULIMANYA RIYADH KSA, RIYADH, SAUDI ARABIA"
ALJeraisy Electronic Services Company,Jeraisy Electronic Services Company,00966569233979,https://www.jes.com.sa,"info@Jes.com.sa, info@jes.com.sa",+966)14198000,"6644 OLYA STREET, RIYADH, SAUDI ARABIA"
ALKAN ARABIA,ALKAN ARABIA,+966114066224,https://www.alkancit.com,info@alkancit.com,6-8915-696,"AKHAWEEN BUILDING, DABAB STREET, RIYADH, KSA, RIYADH, SAUDI ARABIA"
ALKHALAF TRD,ALKHALAF TRD,+966506228727,https://www.h-alkhalaf.com,contact@h-alkhalaf.com,"31536000, 45550950, +966 11 234 5678","OLAYA STREET, RIYADH, SAUDI ARABIA"
Alkhdirh Trading Est.,ALKHDIRH TRADING EST,+966114533732,https://www.alkhdirh.com,,,"AT TAAWUN, 2158, RIYADH 12477, RIYADH, SAUDI ARABIA"
Alkhorayef Printing Solution,ALKHORAYEF PRINTING SOLUTION,+966114786161,https://www.aps.sa,info@aps.sa,"02010100, 14518-2952, 00000000, +966 59 642 0142","11412 RIYADH, RIYADH, SAUDI ARABIA"
Allied Solutions for IT,ALLIED SOLUTIONS FOR IT,+966556604310,https://www.alliedsolutions-sa.com,sales@alliedsolutions-sa.com,"00966 59715184, 182709323","MAKKAH AL HAMRA,JEDDAH AL SAFA DISTRICT,JEDDAH,SA,, JEDDAH, SAUDI ARABIA"
ALM INFORMATION TECHNOLOGY,ALM INFORMATION TECHNOLOGY,+966537060997,https://www.alm-ict.com,"sales@alm-ict.com, info@almfzc.com","999999999, +974 44210929, 41782795364655, +971 45756942, 2000000000, +974 4421 0929, 99999999","PO BOX 40901, RIYADH, SAUDI ARABIA"
ALMAJAL GROUP FOR SECURITY,ALMAJAL GROUP FOR SECURITY,+966569805899,https://www.g4s.com/en-sa,marketing@almajalg4s.com,"2147483647, 87654321, 12345678, 2147483645, 2147483646, 3333333333, 11223344, 6666666667, 16638795927","JEDDAH, JEDDAH, SAUDI ARABIA"
AlMalath Al Arabia Co.,ALMALATH AL ARABIA COMPANY,+966114002031,https://www.almalath.com/en/,Info@almalath.com,0376160065,"ANAS BIN MALIK, GROUND, RIYADH, SAUDI ARABIA"
ALMUSANADA FOR PUBLIC SERVICES COMPANY,ALMUSANADA FOR PUBLIC SERVICES COMPANY,+966551346143,https://almusanda-gs.com,,,"7419 HAEL ST ALBOHDADYA JEDDAH KSA, JEDDAH, SAUDI ARABIA"
ALNAFITHA INTERATIONAL,ALNAFITHA INFORMATION TECHNOLOGY,+966122349100,,,,"KING FAHAD ROAD, RIYADH, SAUDI ARABIA"
ALPHA DATA INFORMATION TECHNOLOGY COMPANY,ALPHA DATA INFORMATION TECHNOLOGY COMPANY,+966546238204,https://www.alphadata.sa,,61558582831760,"AL EHSAA 7101 3074 BUILDING 3887 SECONDARY NO 6391, RIYADH, SAUDI ARABIA"
ALPHA DIGITAL COMPANY,ALPHA DIGITAL COMPANY,+966543434343,https://www.alphadigital.sa,"79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, info@alphadigital.sa","80594495-8673, 33456921, 26790905, 635-8505-3391-9791, 71200017, 205641565, 60441845, +966 11 5200884, 769641412, 56234440, 7-2112895, 88-9288338191, 668711133, 70715464, 29178430, 9392-5604-1148, 27757599, 25507953, 700-8487-6366, 08087274, 2545352419","2253 ALURUBAH ROAD, RIYADH, SAUDI ARABIA"
ALPHA DIMENSIONS COMPANY,ALPHA DIMENSIONS COMPANY,+966571700001,https://www.alphaevent.com.sa,,"17992295707734, 14754602519818, 52934057466939, 7977493952225, 9331814074094, 5934905731394, 87164230867455, 122716352234725, 9525915462142, 9523427293555, 0157981597513, 41413583253792, 925925925925924, 832163303322, 3925715412394, 09289750283267, 410418167096, 139999999999997, 130634997962744, 86754602519828, 5966415209806, 9535269606025, 94430013182435, 17740848186094, 86754602519827, 5407424354288, 62242138552834, 089658151, 58605286244452, 355992453259848, 4298829958395, 28505487473345, 333246329803, 9181787995366, 20000000000002, 6666666666665, 6664817301787, 81681307926468, 10711634307467, 45355297243304, 9272780178228, 73555661438519, 22146458285245, 59014111081976, 436214284164, 51838754621849, 12874999999998, 24793390, 3068442107311, 588963090346635, 1248664454278, 504726403224737, 765876499528531, 54279022089787, 7652514746079, 2394378930148, 87696121489162, 04399434, 78646907282318, 87968899882495, 32036277641504, 205776530172963, 459020744, 0007616242547, 111111111111114, 9959643842885, 2947909164519, 04146769906166, 5782601617666, 14000000000001, 4998432170344, 39999999999998, 418508582298955, 76611660444445, 3402970179116, 97081169058401, 9999999999998, 44999999999996, 334522084974, 46625343735, 14754602519824, 8142049943346, 1475460251982, 7801550532085, 3655210750787, 34778847211732, 66162699124317, 50733354634326, 539208289377726, 3595108506476, 94982890772627, 2327272727272, 36881216538275, 89151190142593, 0300653764602, 7540694462086, 400386660937812, 9999999999999, 140000000000004, 7309858403898, 41754934455815, 8462379068318, 8951545412255, 38746666941742, 53252392696896, 0442155398554, 41850858229896, 9639668511765, 87682323258949, 06320726597627, 296408874667236, 55272392343394, 6503992338365, 94422431291689, 94620386672139, 38746666941753, 9018056394113, 92351636758417, 005106531446714, 4331774083034, 74344058821022, 3979620068538, 009910084484, 77694474466074, 59014111081984, 23267358229895, 12874999999997, 3024200745963, 266499888912492, 5591575589256, 0567777043565, 605029093778356, 70697477814963, 74502999796277, 177578614471656, 204437328556, 87750981061185, 0442155398555, 78543372849723, 906428130251925, 755975386194194, 89925000000005, 7888888888888, 7981270470009, 4586208922988, 7530363187544, 58605286244455, 02084357549484, 8125698338298, 6901411108198, 15437923385309, 11084139503623, 12656766185552, 10599561453, 97241659179616, 9523427293557, 5465596951276, 6723552216945, 552713678800501, 2070122598427, 0613847286585, 759193773109246, 818329159462, 526512829121202, 887611638814, 71748116127625, 9525461042119, 6148043066136, 71111111111111, 81420499433462, 6336851581575, 9002411190077, 93633679114956, 05522579486353, 0947128880194, 81382259741542, 69800250306499, 8046498520999, 84439724521445, 6876641551471, 0484514021297, 851891542223484, 41175783725964, 25545054646625, 74485246224384, 6604834169931, 6794958847197, 27749498240465, 8402918947096, 291733464167, 22491111375905, 5040377504926, 3541666666667, 62515078397746, 66660660700336, 19878075412917, 2142110289345, 588963090346642, 04845140212971, 95149740428064, 19125771573545, 21175783725965, 57826016176648, 633109634255, 3554571629656, 59014111081987, 14620386672135, 7801550532084, 174763206, 8474718265528, 3975137857459, 349999999999966, 03188234152958, 59998225296144, 588963090346656, 81420499433466, 5135869105772, 306052862444616, 330224036321, 907985046680551, 31092533542017, 7967452865696, 23267358229897, 59014111081981, 2484819296734, 79694407393293, 44682302173337, 8597029820885, 2796047947643, 517324525407048, 078098285247535, 9712434725035, 8839268751686, 1425338626123, 582924722593674, 85633961240654, 959027887616, 40156523334963, 050200066424495, 40572667126963, 5395124671748, 631368368104, 23388018014428, 7872272177948, 63997109187864, 13709291769084, 0090806633386, 81420499433459, 460191562295, 883702424181685, 60279961740082, 2703050703079, 8675460251983, 2214645828524, 163179916318, 97905567798313, 2413874841208, 660483416993, 5702812514061, 876823232589445, 5360173958942, 3364376915732, 54168313295, 3600173245773, 75758592, 14213561109216, 9993517463057, 876823232589565, 47346735867097, 6664200783016, 41850858229897, 3557886412656, 930476863215745, 14072033045727, 578850001296601, 3548051302343, 046779484065, 579600461736874, 0498794404962, 98519409255147, 91878075412905, 876823232589675, 812206933253, 3678366966781, 7122789637766, 31118109181722, 80000000000001, 1416644633917, 16481472181732, 681880394783, 1047075470486, 29074570885067, 39247012506576, 000075538427, 4160089996794, 67949588471964, 69887838210703, 9839211472157, 817748109994795, 79999999999978, 6561679224266, 58759390904606, 547473508864641, 263256414560601, 5941671548378, 78854665746076, 311217277204406, 20076871, 3335799216982, 62597866293885, 75053167981827, 03583343415124, 0442155398553, 45445346, 3525616880145, 2760002823509, 4015652333499, 7093587954563, 9814833444088, 9333811437799, 55924813414086, 08450704225356, 26825241295876, 31382143, 56527445214505, 33333587646484, 9828400030369, 539506577543, 418508582298976, 02084357549495, 08329097433233, 6299713771245, 105427357601002, 83562500000002, 5529129895229, 6722467752109, 3803276148942, 20582176254061, 58605286244462, 368403680497494, 7189113938127, 19878075412912, 8557886412656, 35826172454415, 0811906048738, 140000000000015, 98069627895296, 81382259741541, 3779208944479, 78032600660029, 9268980666393, 8291493155591, 74919936815147, 87682323258929, 29841922535905, 04850259571947, 4065094268605, 90437114213222, 62612289628055, 0000000000001, 61636363636359, 399171224541796, 29175038413808, 90528711198056, 90867505826174, 00454061421857, 40074284321383, 829595195615, 2720316752444, 132325917, 90704283385674, 5281392567298, 5144582950392, 4087414518026, 9360017324575, 9029948085613, 558468761016343, 21708474815357, 87526880613893, 3850228455324, 6801725415305, 469080678455, 90528711198033, 6509090909091, 66710035192506, 947598300641403, 14383207757396, 3699075883267, 64744496860624, 14253386261231, 120321293016815, 2867623530819, 28792415988744, 625662761800186, 341540449724, 558468761016258, 75426918715834, 3271147662011, 53091932154496, 57602742758557, 21175783725974, 44849218793297, 1310491947694, 23267358229899, 53382259741535, 6972563488388, 32283528054217, 139999999999993, 42725071527309, 9790118148863, 04611051067856, 2907238383132, 5123358448526, 51358691057726, 86754602519825, 8876641551476, 48329097433225, 2466059272402, 9046268041287, 5834890593023, 9780065874284, 58605286244459, 0246631957938, 6449950278967, 46349517408254, 95011625071868, 0847734633631, 6613049501989, 694822225952521, 38502284553243, 50528161473665, 8073140676, 6421566971524, 0127555126205, 7142110289345, 888705348555035, 235487471882166, 9206438749899, 12486644542776, 8768720018218, 57575265530871, 13773438753935, 807179696895446, 5212184877463, 53129384425307, 14754602519827, 8539510248454, 4752477116801, 3945619988173, 7560131748567, 6876641551473, 61072405313692, 93665583311548, 0358334341513, 0976750739501, 89473636941764, 23267358229898, 4475395388721, 554487802463, 704312567662, 81681307926465, 050093593832571, 4145746577796, 1 0 540 1080, 991795300355, 58130702, 11328676785713, 59847203696646, 60000000000025, 4746514075383, 04146769906163, 0466714414224, 4057207772929, 67039148716417, 352054855171154, 73679273402365, 58605286244456, 58158995815916, 6035048450855, 9450366872765, 77747947202738, 266556353973, 90318217594125, 01497563023129, 22254778424394, 2513334861305, 15428821657798, 476171364677612, 476419235288631, 1382886851711, 841635873068526, 924120041038293, 54170819274935, 226333297518, 9023249260499, 7623020092292, 53601739589416, 306052862444595, 9478532347571, 67708333333331, 74344059, 72505421355135, 928289971882155, 55272392343393, 88392687516867, 0404402848998, 5812824090876, 31087187777132, 441006621, 30513705534287, 87280809269805, 6226821041935, 883058302222224, 99074167220442, 689582056016661, 67003597121749, 5989819366567, 71979673, 3060528624446, 0465278345427, 2947128880196, 88392687516864, 515631590346782, 29479091645203, 15970810529043, 8162900122718, 3661031567724, 641259419361859, 40685396402495, 07319184712793, 2907788313271, 91226586773405, 44818779256636, 7226862454212, 80084946465644, 140000000000008, 054789191960097, 136666037569, 34778847211734, 44398682514338, 91371610145426, 04132395609014, 5767679952992, 4647442283605, 2049454174334, 40522083291756","SAUDI ARABIA - RIYADH - ALSULAIMANIYAH - PRINCE MUHAMMAD IBN ABDULAZIZ, RIYADH, SAUDI ARABIA"
ALRAKEEN,ALRAKEEN,508873555,https://alrakeen.sa,info@alrakeen.sa,"16824801, 00000012, +966112056005","2858 MAKKAH MUKAROMAH ROAD OLAYA DIST 12221 RIYADH, RIYADH, SAUDI ARABIA"
AlRammah International Telecom and IT Services RITIS,ALRAMMAH INTERNATIONAL TELECOM AND IT SERVICES RITIS,+966138961700,https://goritis.com,info@goritis.com,"+966 5 311 6800, +10190-1019, +966 13 8961700, +966 13 896 1700, +10140-1018","AL MOUSA TRADING CENTER 1ST FLOOR BLOCK C ST13 YAR, AL KHUBAR, SAUDI ARABIA"
ALRAYAH NETWORK Co.,ALRAYAH NETWORK COMPANY,+966138337049,https://www.alrayahnetwork.com,info@alrayahnetwork.com,"+966 54 744 4432, +966 13 833 7049","2944 KING ABDULAZIZ STREET, AD DAMMAM, SAUDI ARABIA"
ALSAHABAT ALTASIAH L COMPANY FOR CONNECTIONS W TKNYT ALMLUMAT SHRKT SHKHS WAHID,ALSAHABAT ALTASIAH L COMPANY FOR CONNECTIONS W TKNYT ALMLUMAT SHRKT SHKHS WAHID,+966115121746,https://www.cloud9.com.sa,info@cloud9.com.sa,"11-11-133116, 12468-7815, 50090007","4034 AL-HUSSEIN BIN ALI - AL-MASIF DISTRICT RIYADH, RIYADH, SAUDI ARABIA"
ALTAKAMUL NATIONAL INFORMATION TECHNOLOGY,ALTAKAMUL NATIONAL INFORMATION TECHNOLOGY,+966126446645,https://altakamultech.com.sa,Sales@altakamul.com.sa,"966581524763, 966581524476","PO BOX 15420 JEDDAH 21444 KINGDOM OF SAUDI ARABIA, JEDDAH, SAUDI ARABIA"
Altamam United Co,ALTAMAM UNITED COMPANY,+966555450307,https://tuc.com.sa,,"33333333, 66666667","11345 RIYADH, RIYADH, SAUDI ARABIA"
ALZAHRAA ALMASRYAH ALWALAA,ALZAHRAA ALMASRYAH ALWALAA,592834307,https://ecca-group.com/,info@ecca-group.com,"+201026786943, +20 1060937328, +20 1002679634, +2 38313490, 255 255 255, +966 56 001 6807, +0001234567890","12233-4264 IBN KATHEER ST AL SULAYMANIYAH DISTRICT RIYADH, BUILDING NO7783, RIYADH, SAUDI ARABIA"
AMAL CADY ESTABLISHMENT FOR COMMUNICATION AND INFORMATION TECHNOLOGY,AMAL CADY ESTABLISHMENT FOR COMMUNICATION AND INFORMATION TECHNOLOGY,+966594869818,https://actitsolutions.com,info@actitsolutions.com,"+966 594 869 891, 02010100, 17776772936, 14369752, 03223280","IBN KATHEER STREET, BUILDING 7199, RIYADH, SAUDI ARABIA"
AMALOGY FOR INFORMATION TECHNOLOGY,AMALOGY FOR INFORMATION TECHNOLOGY,+966580320022,https://pif.gov.sa,,,"SALAH AL DIN AL AYOUBI ROAD, RIYADH, SAUDI ARABIA"
AMAN SOLUTIONS FOR CYBERSECURITY,AMAN SOLUTIONS FOR CYBERSECURITY,+966115122919,https://www.aman.com.sa/,,"81605201326, 85714285714286, 7333333333333, 87661528, 3333333333333, 1333333333333, 613505581, 79071506, 6666666666667, 177466510, 31536000, 628490875077, 12045858, 0666666666667, 86303148, 79793081, 26972607, 53095138650, 2047667016, 100000000, 7496969728, 00000057","3549 AL URUBAH ROAD, RIYADH, SAUDI ARABIA"
Anazeem information technology,ANAZEEM INFORMATION TECHNOLOGY COMPANY LTD,+966545554405,https://www.anazeem.com,,"99316683, 1459424385912, 98461285, 676575446, 1461318078360, 1459337282173, 79025753, 163813038, 1459341455425, 1461318876954, 10591754, 1461318039174","RIYADH-OTHMAN BIN AFFAN ROAD, AL TAWUN DISTRICT, AL TAWUN COMMERCIAL BUILDING, FLOOR # 1 OFFICE # 12, RIYADH, SAUDI ARABIA"
ANINE SOLUTIONS COMPANY,ANINE SOLUTIONS COMPANY,545357770,https://a9it.com,,+966114797342,"RCRB6327, RIYADH, SAUDI ARABIA"
ANKAR ALMUTATAWIRA COMPANY FOR TELECOMMUNICATIONS,ANKAR ALMUTATAWIRA COMPANY FOR TELECOMMUNICATIONS,+966115126789,https://www.anchoreg.com,info@anchoreg.com,"+20 111 988 8942, 537895 100, +968 7688 7717, 201119888942, 09819 100, 596164 100, 321575 100, 304352 100, +966 539 918 108, +201119888942, 45688367, 31536000, 330867 100, +971 568985585","Al aflaj  St AL-SUWAIDI 125 UNIT A1-B1, RIYADH, SAUDI ARABIA"
Anmat Tech,ANMAT TECH,+966112221177,,,,"Riyadh, King Fahad Road , Olaya Avenue Building, 2nd Floor. #Office 4023, Riyadh, SAUDI ARABIA"
ARAB SPECIFICATIONS COMPANY FOR INFORMATION TECHNOLOGY,ARAB SPECIFICATIONS COMPANY FOR INFORMATION TECHNOLOGY,+966133476663,https://www.arabspec.com,"info@arabspec.com, sales@arabspec.com","9027-0435-4434, 4030539362, 9007-4000-9534, 653126934, 70762772, 8604524519, 0-4210-847, 58925384, 9098900722, 1384-4653-8167, 255 255 255, 23595959, 25032292, 0-8475-156, 63994214, 1-9456-0486, 94-692321, 510-3728786, 47-333754, 00000000, 230 230 230, 8487523-2788-447, 317-7131-4607, 11151754, 442-4642-879, 2-9365-295, +966 50 723 8882, 239 239 239, 244 244 244, 1089991078, 01823-6872, 5692897-0651, 89-4074-431, 247 118 140, 832899938, 48258975, 7-4375-8707, 1462899006636, 115779-8070, 44-0334-448, 43118867-3376, 50213165, 2-4458-999, 208 208 208, 41-8274-4049, 402-023944, 0006-4447-9173, 829-0552-4372, 00000026, 5-2290-4252, 9017379-008, 94-4833-4262, 646317024271, 8987-8389408, 311080717800003, 55068931, 9-4090-9685-6428","EBRAHIM RADWAN STREET, BUILDING 7577, JEDDAH, SAUDI ARABIA"
Arabian for science and Technology ASTC,ARABIAN FOR SCIENCE AND TECHNOLOGY ASTC,0096655666543,https://www.astc.com.sa,sales@astc.com.sa,"+966 53 378 2207, +966 114 544 158, 73350169","8101 OTHMAN BIN AFFAN ROAD, KING ABDUL, RIYADH, SAUDI ARABIA"
"Arabian Information Technology Co, -ARCOM","Arabian Information Technology Co, -ARCOM",+966114508243,https://www.arcom.com.sa,info@arcom.com.sa,"11-450-5917, 11-450-8243","88 ABIDUJANA STREET ALMURSALAT, RIYADH, SAUDI ARABIA"
Arabian Networking Systems (ANS),ARABIAN NETWORKING SYSTEMS,+966138941048,https://www.ans.com.sa,"support@ans.com.sa, info@ans.com.sa","+966 3889 2126, +966 3894 1048","1ST, CROSS PRINCE ABDULLAH STREET, AL KHOBAR, SAUDI ARABIA"
ARDENON,ARDENON,+966566565661,https://www.ardenon.com,"info@ardenon.com, Sales@ardenon.com, sales@ardenon.com","4030388588, 12 6927390","PRINCE SULTAN STREET, LINK BUILDING OFFICE A1, JEDDAH, SAUDI ARABIA"
ARKAN ALKHALEEJ,ARKAN ALKHALEEJ,+966557878315,https://info@arkanalkhaleej.com.sa,"user@website.com, info@arkanalkhaleej.com.sa","070324 100, 10472276, 2478260869566, +966)54553669","5031 KING ABDULAZIZ ROAD, AL SULAYMANIYAH, RIYADH, SAUDI ARABIA"
Arkan Almustaqbal for Telecomunication,ARKAN ALMUSTAQBAL FOR TELECOMUNICATION,+966138685418,https://www.arkantel.net,info@arkantel.net,"+966 138685413, +966 138685412, +966 597517773","OFFICE # 403 , 4TH FLOOR CLOCK TOWER KING KHALID STREET, AL NAKHIL AREA, AD DAMMAM, SAUDI ARABIA"
ARKANPRO COMPANY,ARKANPRO COMPANY,920021241,https://arkanpro.com.sa,Info@arkanpro.com,966534212795,"ALFAYHA DIST ALMASSJID RD35811, AL JUBAIL, SAUDI ARABIA"
Arma International for Information Technology,ARMA INTERNATIONAL FOR INFORMATION TECHNOLOGY,+966544784696,https://arma-technology.com.sa,info@arma-technology.com,"209 250 229, 249 250 251, 254 243 199, 33 128 190, 16 185 129, 243 232 255, 219 234 254, 59 130 246, 207 250 254, 255 255 255, 156 163 175, +966-544-784-696, 107 114 128, 243 244 246, 229 231 235, 255 237 213, 74 222 128","JEDDAH, MOHAMMADIYAH, PRINCE SULTAN ROAD, SHAKER CENTER, 3RD FLOOR OFFICE 10, JEDDAH, SAUDI ARABIA"
ARMOR INTEGRATED SECURITY COMPANY,ARMOR INTEGRATED SECURITY COMPANY,+966112242405,https://aisco.com.sa/,info@aisco.com.sa,"99999999999997, 966) 920 003, 00000000000003, 02010100","ABDULAZIZ AL-ARIFI RAOD, RABIE DISTRICT, RIYADH, SAUDI ARABIA"
ARTKOM TRADING COMPANY,ARTKOM TRADING COMPANY,+966505566611,https://www.artkom.com,info@artkom.com,"061018 100, 00966114642237","RIYADH, OLAYA ST, RIYADH, SAUDI ARABIA"
